comment,eng,neg,neu,pos,com,ncr1Vadr,ncr2Vadr,ncr1Hand,ncr2Hand
Adam Schiff for President!,TRUE,0,1,0,0,0,0,0,0
"Let me explain to the folks in french.
Ils sont entrain de vous prendre par l'usure jusqu'à asphyxie totale avec les moindre pertes pour les USA et l'Europe en homme et en matériel.
Si les personnes qui ont entamés cette négociation étaient suffisamment intelligents,ils auraient du comprendre que le fait qu'il y ait cette bataille fictive entre Démocrates et Républicains qui n'a jamais existé aux USA mais comme ils sont intelligents,ils ont profité de certains textes qui peut être sont faux que les USA va exploser pour vous donner plus de certitude et de confiance.

the best thing in this story is that someone from Afghanistan at the beginning of the process told me through some journalists that i need some coaching.
Right now,i succeed as Human being  to forget this outrageous insult but Gabriel & Mickael they can't and each time they remind me this situation.they are su upset that i feel sometimes they will explose.",FALSE,0.056,0.915,0.028,-0.5499,1,1,0,0
"For a generation that does not like labels or boxes, my generation outs a lables or definition on almost everything, funny how in the fight to break labels, we have found a way to create more confusing lables",TRUE,0.155,0.74,0.106,-0.2918,1,1,1,1
"Main problem with the ""Lefties"" is they don't mind 'Religion,' even Pelosi & Biden go to church, but they HATE anyone who is actually FAITHFUL to God & made up their mind that Jesus Is Lord & not the Gov't., a True Believer.",TRUE,0.14,0.663,0.197,0.5106,0,1,1,1
It's really funny the like to dislike ratio on these comments/videos or pro Trump things compared to the negative and downvotes on Biden/liberal content on YouTube. I honestly can't believe Biden won that election ever,TRUE,0.197,0.614,0.19,-0.0878,1,1,1,1
"Billionaires bought Republicans to keep them from paying taxes, it’s time we call them out and remove their scams to avoid paying taxes, don’t even get me started on how they refuse to share their wealth in other bills and scam tax loopholes and refusing to pay a decent wage within their companies, cry baby is making a fool of himself, especially when he’s paid out more in lobbying than he would pay in taxes…😤😤😢😢😢🤢🤢",TRUE,0.286,0.668,0.045,-0.9773,1,1,1,1
Justice for Ahmed Arbery 🇺🇲,FALSE,0,0.541,0.459,0.5267,0,0,0,0
anime protagonist shark,TRUE,0,1,0,0,0,0,0,0
They did homie dirty... He looks like our U.S. economy personified smh,TRUE,0.311,0.539,0.15,-0.4019,1,1,1,1
I don't know all the details  but there was a homicide and there was negligence at the minimum. The prosecutor's seem to be dragging their feet with the investigation for some reason. That's the obvious.,TRUE,0,1,0,0,0,0,0,0
"Trust in Jesus Christ. The worst times in history are coming. ""For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.""   John 3:16",TRUE,0.059,0.786,0.155,0.4846,0,1,0,0
What is he trying to hide???? LET´S GET BANNON!!! ... AND TRUMP TO JAIL!,TRUE,0.227,0.773,0,-0.5897,1,1,1,1
Their is a reason people from California move to Texas but nobody from Texas moves to Cali,TRUE,0,1,0,0,0,0,0,0
Yes let's go committee you said nobody is above the law well that goes for mark Meadows to get on it D.O.J.,TRUE,0,0.806,0.194,0.5859,0,0,0,0
Its mark to be head shot in the center forehead..,TRUE,0,1,0,0,0,0,0,0
ALL Astroworld  staff should be liable for allowing the event to  continue  after the 1st injury was reported!!  And ALL security personal working that night should be FIRED!!,TRUE,0.233,0.7,0.067,-0.7846,1,1,1,1
I had a dream of a civil unrest. If  you hate your country this much you are just like the jihadist in middle east. What a shame,TRUE,0.198,0.671,0.131,-0.5106,1,1,1,1
"Kyle is a leader! He stepped up when the local, state and federal authorities tried to appease a criminal mob. Let’s go Brandon!",TRUE,0.147,0.775,0.078,-0.4374,1,1,1,1
The stupidity is just endless.,TRUE,0.42,0.58,0,-0.4404,1,1,1,1
Oh he wants to justify the situation by paying parents for taking there kids. How many of those parents get there children back? How about returning the kids first,TRUE,0,1,0,0,0,0,0,0
This video has over a million dislikes. That's why you can't see them,TRUE,0.184,0.816,0,-0.4019,1,1,1,1
Princess Diana already told us about mine problem 25 years ago.,TRUE,0.213,0.787,0,-0.4019,1,1,1,1
"BREAKING NEWS
P C R  test is to collect your D N A  data, well done everyone for handing it over to them, Now they have you all on record. GENIUS Of Them Wouldn't You Say",TRUE,0,0.943,0.057,0.2732,0,0,0,0
Wow He is a P.O.S coming from a POS,TRUE,0,0.678,0.322,0.5859,0,0,1,1
As opposed to MAGA Republicans who sell out WHILE in office.  Ratt Gaetz is a disgusting Trump loving perv 🤮,TRUE,0.129,0.722,0.148,0.128,0,1,1,1
Ro keeps looking for ways to be politically weak,TRUE,0.266,0.734,0,-0.4404,1,1,1,1
"Another irate judge...
Like the so call judge Judy.
This mother would say anything...",TRUE,0.212,0.652,0.136,-0.34,1,1,1,1
"if democratic party don't wake up and start planting early for 2024 presidential election  Trump will WIN trump people are crazy it's important to know your enemy, start planner seed early leave no stone unturned organization,  talk about what important what matters most to us! we the people Economy. Food. Housing -  Job empowerment, social security - 2 year college free - sick leave - child care - 4 stimulus check, climate change -  democratic party need to wins BIG {",TRUE,0.13,0.611,0.259,0.929,0,1,0,0
The prosecution is pure evil.,TRUE,0.717,0.283,0,-0.8225,1,1,1,1
CNN is pathetic.,TRUE,0.649,0.351,0,-0.5719,1,1,1,1
All those covid news videos,TRUE,0,1,0,0,0,0,0,0
So sry,TRUE,0,1,0,0,0,0,0,0
"Monitoring the situation from the basement, as he did with the election? I got it. May all monitor from the basement as well. Food will come in our mouth?",TRUE,0,0.919,0.081,0.3527,0,0,0,0
This is VR not the metaverse.,TRUE,0,1,0,0,0,0,0,0
I mean if it’s used with brain the meta verse can be a huge benefit for everybody like an hour today or so…,TRUE,0,0.719,0.281,0.7783,0,0,0,0
Cenk is an inept fellow,TRUE,0,1,0,0,0,0,1,1
"Q 
#1 there's no food shortage 
#2 there's no shortage 
#3 111 cargo ships in waiting:
MASSIVE UNLOADING OF STUFF STUFF AND MORE STUFF!!!
= DEFLATION 
Q",TRUE,0.072,0.785,0.143,0.286,0,1,1,1
Mark Levin👍👍,FALSE,0,1,0,0,0,0,0,0
This from a fully vaccinated person. Why is the government never addressing the concerns of the unvaccinated? They are acting like we know best and as a governing body will not answer any concerns. The goal seems to be alienating one group against another. Divide and conquer is all I hear from  this Dr..,TRUE,0,0.886,0.114,0.7717,0,0,0,0
Go Cookie!!,TRUE,0,1,0,0,0,0,0,0
What kind of person simply accepts what they are told when everything around them says different???,TRUE,0,0.841,0.159,0.4291,0,0,0,0
https://youtu.be/IX_xElqgzZ8 cause of death(s) still unconfirmed and they just wanna toss this to the side already and starting talking about OD (s) instead… how is a grown man security gonna tell media he got poked by a needle then a few days label it “debunked” or say it’s not true any more… very suspicious… remember folks ignorance is bliss,TRUE,0.095,0.813,0.092,0.1945,0,1,0,0
If it’s such an urgency…. Why r they waiting for 60 days?  This isn’t an emergency this is Allllll about politics!  FJB and his entire administration!,TRUE,0.113,0.887,0,-0.4912,1,1,1,1
Ahhhh. At the end ...all white jury...meaning white supremacists covering another white supremacist who killed 2 white thugs..... only in America...,TRUE,0.25,0.692,0.058,-0.7184,1,1,1,1
"It is widely believed outside the US, that 12 million votes were switched from Trump to Biden. January 6th would not have happened, if this election was not rigged. Prove the people outside America wrong ! Start with door knocking in Arizona, that is what the People of that State has asked for. Why the smoke n mirrors from the Democrats ?",TRUE,0.052,0.916,0.032,-0.3142,1,1,1,1
Hope she got fired and arrested,TRUE,0.532,0.238,0.23,-0.5859,1,1,1,1
So he was a CHRISTIAN named ENZO! So now the narrative will change to he was mentally Ill. The double standards and hypocrisy is absolutely glaring!,TRUE,0.119,0.881,0,-0.5242,1,1,1,1
Jesus Trump is such a spoiled brat.,TRUE,0,1,0,0,0,0,1,1
"Title is misleading though. Actually it's a lie straight forward. ""Between"" doesn't exists. They are on belarusan side.",TRUE,0.131,0.777,0.092,-0.2023,1,1,1,1
Hey lap dogs Trump isn't in office. Can someone please look at the people currently running this country straight into the crapper?,TRUE,0,0.826,0.174,0.4939,0,0,0,0
"WOW ABC, still can not stop talking about Trump!!  say's a lot hahahaha,lol",TRUE,0,0.611,0.389,0.7909,0,0,0,0
why dont u stay in middle east! stop migrating!,TRUE,0.258,0.742,0,-0.4184,1,1,1,1
CRT is true. That's why Republicans hate it.,TRUE,0.296,0.48,0.224,-0.2263,1,1,1,1
White Privilege At It's Finest,TRUE,0,0.615,0.385,0.3612,0,0,0,0
This is another joke of the justice system,TRUE,0,0.517,0.483,0.6808,0,0,0,0
Not guilty!👌,FALSE,0.616,0.115,0.269,-0.4622,1,1,0,0
Hey voters you get what you voted for. Do not blame anyone but yourselfs for this .,TRUE,0,0.913,0.087,0.1326,0,0,0,0
"I mean…Bongino is right on one point. He’s not required to disclose his immunization status as an absolute. He can quit his job and not disclose it to anybody. But his employer can require him to disclose it as a condition of participating in certain events as part of his employment, and g*d can say otherwise when g*d runs the football team or the NFL. So he has a choice. Don’t disclose and don’t play, or don’t disclose and quit, or disclose and get the response according to his status.",TRUE,0,0.939,0.061,0.6956,0,0,0,0
💔,FALSE,0.425,0,0.575,0.2732,0,1,1,1
"Another lousy liberal news report.  There are only 2 guys at fault here: Lukashenko and Putin.  End of story.  I feel bad some the civilians caught in the middle, but those have been the tactics of such dictators as long as history remembers.  If Poland and the EU give in, more will come, resulting in an even bigger crisis.  Go Polska!!!!",TRUE,0.188,0.812,0,-0.9212,1,1,1,1
Aaaand tyt goes to bat for them every time they put out propaganda to the media 😊,TRUE,0.077,0.692,0.231,0.6124,0,1,0,0
"This is what you get in a godless society. These idiots in the crowd wonder why we have all these rules and regulations for things… They wonder why they can’t just all go in at the same time, why they have to go through security checkpoints… Why can’t they just rush the stage? Well… Ladies and gentlemen… For the same reason you shouldn’t have sex before you’re married. For the same reason you shouldn’t be using drugs,  For the same exact reason why everybody tells you that you shouldn’t force your five year old to transition in order to gain your social justice points on Twitter. Because when you forget about God being the ultimate priority in your life… Your priorities tend to be getting to the front row of a concert regardless of who you have to kill to get there",TRUE,0.043,0.884,0.073,0.5719,0,1,1,1
"Here we go again. Killed for BLACK WITH A PHONE or SUBWAY SANDWICH or JAY WALKING.
The World should hold the US accountable for American human rights abuses at home and abroad.
Feb 1964 - A change is gonna come - Sam Cooke. 1965 - Color of Man’s Skin 4:41-6:15 - Billy Graham.
Aug 2017 - Very fine people, on both sides - LOSER Trump. May 2020 - George Floyd and BLM protests.",TRUE,0.168,0.807,0.025,-0.9192,1,1,1,1
"I hope she dose get charged, that was assault.",TRUE,0.386,0.414,0.2,-0.4019,1,1,1,1
"Yes , it has started ! Let's see what proof he has to bring about the russia hoax .",TRUE,0.095,0.77,0.135,0.2244,0,1,0,0
Adam Schiff should be in jail for lying 🤥 on Trump's dossier.,TRUE,0.382,0.618,0,-0.7783,1,1,1,1
The great news for the country is going to make the GOP very angry.,TRUE,0.182,0.609,0.208,0.1298,0,1,0,0
F the Brandon administration.,TRUE,0,1,0,0,0,0,1,1
the women that throw the soup disgusted me.,TRUE,0.327,0.673,0,-0.5267,1,1,1,1
Manchin is in control of the Democrats,TRUE,0,1,0,0,0,0,0,0
The media would rather Kyle be the one not breathing!   It was self defense!!!!!,TRUE,0,0.83,0.17,0.3956,0,0,0,0
Let's go Brandon,TRUE,0,1,0,0,0,0,0,0
Greenland rate of ice loss has been DECREASING since its max rate in 2012. Actually had a GAIN in ice in 2016 and2017. Near zero loss in 2021.,TRUE,0.136,0.741,0.123,0.1363,0,1,0,0
What drug is he on from Mexico that he left the Border open,TRUE,0,1,0,0,0,0,1,1
"She's alot of things , Vice President is not one of them.",TRUE,0,1,0,0,0,0,0,0
Let's  go Brandon and this tyrannical  administration.  Arrest everyone involved.,TRUE,0.211,0.789,0,-0.34,1,1,1,1
Normal Democrat is like a round square.,TRUE,0,0.706,0.294,0.3612,0,0,0,0
Faux News is not age appropriate for anyone.,TRUE,0,1,0,0,0,0,0,0
Fakenews,FALSE,0,1,0,0,0,0,1,1
WHAT A BULLCRAP CNN ARE A JOKE 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,FALSE,0,0.911,0.089,0.4466,0,0,1,1
"*I am all for helping the poor*  *I just do not want it done with my property, or money*  That is what it sounds like.",TRUE,0.144,0.699,0.157,0.0971,0,1,1,1
She def a pain in the butt whenever she calls customer service support that's for sure too,TRUE,0.148,0.628,0.224,0.1779,0,1,1,1
And over 50 million died from the spanish flu from 1918. But here we are still living with it over 100 years later not giving it a second thought,TRUE,0.204,0.796,0,-0.6862,1,1,1,1
"The TRUE ""Aliens"" walk among us and are trying to TAKE OVER OUR YOUTH'S MINDS! DANGER, DANGER!",TRUE,0.335,0.531,0.134,-0.7443,1,1,1,1
Judge is trying to make up for obvious right wing support that he gave up one of his jurors to even the score for his blatant support for the defense by having victims called rioters.,TRUE,0.057,0.771,0.172,0.5574,0,1,0,0
"After all, AOC loves Bernie.",FALSE,0,0.519,0.481,0.5719,0,0,0,0
"10:20 holy f**k, I dropped my phone!!",TRUE,0,1,0,0,0,0,0,0
Nice advertisment.....,TRUE,0,0.263,0.737,0.4215,0,0,0,0
Don't blame them....we need to get more missing person cases and not base on race or issue,TRUE,0.128,0.768,0.104,-0.1172,1,1,1,1
"Not only last year, but just recently Biden tweeted the same comment with a picture of Kyle.  FJB",TRUE,0,1,0,0,0,0,0,0
So the eu are now anti mass immigration? Maybe they can stop the French government shipping people across the channel,TRUE,0.2,0.8,0,-0.5423,1,1,1,1
Right now,TRUE,0,1,0,0,0,0,0,0
If this is allowed to contunue the country we know will cease to exist.,TRUE,0,1,0,0,0,0,0,0
Hate this guy. LOCK HIM UP!,TRUE,0.444,0.556,0,-0.6114,1,1,1,1
Inside job....,FALSE,0,1,0,0,0,0,0,0
"I was in the Conservative Discord watching this live with like 100 other people discussing the case as it unfolded, as soon as the dumb ass prosecutor said ""You had a rifle and he had a pistol why were you worried"" everybody lost their fucking minds rofl",TRUE,0.231,0.661,0.107,-0.7595,1,1,1,1
Try working a real job. The stuff you hear is gruesome,TRUE,0,1,0,0,0,0,0,0
This boy not gonna make it in prison!  He’s gonna get off!!,TRUE,0.275,0.725,0,-0.6341,1,1,1,1
"I want all Americans to know that my nephew's 30-year-old girlfriend caught covid. She was getting better and then they said she should get the covid vaccine shot. The next day after getting the covid vaccine shot she can no longer walk and she hasn't been able to walk for months. Parents everywhere, tell your children not to get the vaccine shot. No matter the age they are at they are still our children they can be 30 years old and they are still our children and we need to put a stop to this vaccine shot because the covid vaccine shot attacked her nervous system and now she cannot walk.",TRUE,0.089,0.876,0.035,-0.6569,1,1,1,1
She was a nurse??,TRUE,0,1,0,0,0,0,0,0
🤣🤣🤣🤣🤣🤣🤣,FALSE,0,0.556,0.444,0.9698,0,0,0,0
Let’s Go Brandon.,TRUE,0,1,0,0,0,0,1,1
"""Hey barmaid, can we get another round of beer over here...""

AOC: I suppose y'all want sealed bottles again?

""Of course we do, we didn't trust you before you got voted out""",TRUE,0.079,0.882,0.038,-0.3404,1,1,0,0
Wtf,TRUE,1,0,0,-0.5859,1,1,1,1
"Superhuman ""strenth""",TRUE,0,1,0,0,0,0,0,0
"I've always had a feeling in the back of my mind that Trump will be the First ex President to go into exile, kinda like  Napoleon.
Of course he would spin it into him refusing to live in a ""Socialist"" nation and all his mindless sheep will continue to send him money to 'keep up the fight' instead of buying their own children new clothes or food for dinner. After all, a large part of his first speech ever was about how rich he was and that he would never need a penny of anyone else's money.  The world and anybody in the area who needed a quick $50 heard him say that,, but with over 30 THOUSAND other lies the base doesn't seem to remember that.  
I would bet if it wasn't for his political scam he would be on bankruptcy #7 by now.",TRUE,0.092,0.875,0.033,-0.8806,1,1,1,1
"Arraign and hold without bail. If he must be bailed legally, make it conditional on no broadcasting, no publishing columns, no interviews.",TRUE,0.171,0.701,0.128,-0.276,1,1,1,1
"Bellies full, sight seeing done, and bank accounts went up. Time to go back home. Life goes on.",TRUE,0,1,0,0,0,0,0,0
He’s nothing without autotune,TRUE,0,1,0,0,0,0,0,0
"Evil Trump IS a Russian Asset. 
You are a fool if you believe otherwise.",TRUE,0.351,0.529,0.12,-0.7003,1,1,1,1
How many 17-year-olds enlisted for the World War 2 effort? I think Kyle was someone who wanted to help what he considered his community because Kyle had spent weekends with his father and summers at his grandparents...it is a lie that Kyle randomly went to Kenosha...also the gun was in Wisconsin...Kyle did not bring the gun from Illinois ..Jessica did not have her facts right!,TRUE,0.091,0.843,0.065,-0.4322,1,1,1,1
Recent polling confirms most Americans want Trump behind bars,TRUE,0,0.835,0.165,0.1477,0,0,0,0
"The prosecutor is like on drugs
It’s like he lost his blessed mind.. like all the lefts.  They have a brain in their heads but absolutely not using it at All.",TRUE,0.047,0.736,0.218,0.6187,0,1,0,0
Jacob Blake was not a fatal shooting. The guy is still alive,TRUE,0,0.647,0.353,0.6652,0,0,0,0
photage?,TRUE,0,1,0,0,0,0,0,0
True garbage,TRUE,0,0.263,0.737,0.4215,0,0,1,1
lol because Democrats like the JFK would definitely side with Dump I mean trump lol,TRUE,0.111,0.427,0.462,0.802,0,1,0,0
They are wiping themselves out,TRUE,0,1,0,0,0,0,0,0
"Read Michael Knowles, Speechless.  Explains Buttigieg and his fathers role in these lies.",TRUE,0.189,0.811,0,-0.4215,1,1,0,0
Trump still has Russian ties.  The perv' walked in on Ms Universe  contestants when he held the contest in Moscow. He met secretly with Putin in 2017 and took the notes of the Translator.  Why lie for somebody who doesn't give a schite about you?,TRUE,0,1,0,0,0,0,1,1
"Right, they don't want people taking anything but the vaccine and more boosters.",TRUE,0.085,0.915,0,-0.0286,1,1,1,1
"Big hug Kyle, you can do this sweetie",TRUE,0,0.467,0.533,0.7814,0,0,0,0
Let the suing begin,TRUE,0.412,0.588,0,-0.2732,1,1,1,1
Take the house back..,TRUE,0,1,0,0,0,0,0,0
This man just wants to sell books..lame,TRUE,0,1,0,0,0,0,0,0
Prices don't go down...as a general rule...to suggest they may is silly...of course gas prices can fluctuate...and do...they always rise over time... petroleum is subsidized,TRUE,0,1,0,0,0,0,0,0
Watching all videos from Maldives,TRUE,0,1,0,0,0,0,0,0
She looks like she's strung out,TRUE,0,0.667,0.333,0.3612,0,0,0,0
"That poor excuse for a prosecutor is a joke and I bet he's gonna lose his job after this case 🤣 ""so you play call of duty where you shoot anyone that comes at you?"" .....uhh ya genius, they ALSO HAVE GUNS",TRUE,0.146,0.693,0.162,-0.0258,1,1,1,1
Propaganda,FALSE,1,0,0,-0.25,1,1,1,1
"Migrants armed with flash grenades and lasers, wire cutters, axes by Belarus.
Migrants  and now are throwing stones at the Polish border guards.  The
Polish forces responded by using water cannon",TRUE,0,1,0,0,0,0,0,0
yawn.,TRUE,0,1,0,0,0,0,1,1
Funny how you make a video about the judges somewhat odd comments but you dont put out anything about how the star witness lied on the stand and got called out for it and how he was illegally carrying a handgun,TRUE,0.109,0.847,0.043,-0.4503,1,1,1,1
"Go to sleep, AOC.",TRUE,0,1,0,0,0,0,0,0
"All SNL skits are awful and have been for a long, long time.",TRUE,0.2,0.8,0,-0.4588,1,1,1,1
LETS GO BRANDON,TRUE,0,1,0,0,0,0,1,1
"Witch hunt, for sure they don't want him back in the chair. Hounded like never before, they are digging a hole.",TRUE,0.146,0.666,0.188,0.2681,0,1,1,1
"Shes so thrilled, to be on film",TRUE,0,0.653,0.347,0.4927,0,0,0,0
Health equals politics in 2021,TRUE,0,1,0,0,0,0,0,0
It's a good day😊,TRUE,0,0.403,0.597,0.836,0,0,0,0
law isn't worth it when it is politicised.,TRUE,0.192,0.808,0,-0.1695,1,1,1,1
"Any Biden/Harris speech, any news aboud spiking Covid cases or new measures to slown down the spread. Weird Disney new shows trailers nobody wants. Yeah. That's all small creators",TRUE,0.055,0.874,0.071,0.128,0,1,0,0
Incoming liberal tears,TRUE,0.487,0.513,0,-0.2263,1,1,1,1
2:10 disagree with that,TRUE,0.464,0.536,0,-0.3818,1,1,1,1
This administration is so bad it will definatly bring on a civil war in America and i think thats what democrats want.,TRUE,0.292,0.662,0.045,-0.8439,1,1,1,1
"So if children weren't getting the ""vaccine"" up until now...and there have been very very few cases of kids dying from covid if any. Does that mean natural immunity works? You heard it...the cdc says they think about 42% of children across the US have had covid. They seem fine. Keep your trail. My children will not be getting it. I will say my children have had every other updated shot and vaccine. I'm not against vaccines. I'm against you using people and children as experiments for long term studies. Especially when we are finding out just how effective the current jab is for adults.",TRUE,0,0.932,0.068,0.7506,0,0,1,1
"This is a bit of technology that I am just not excited about. Like at all. 

Big tech getting carried away in my view. Big time.",TRUE,0.147,0.853,0,-0.4847,1,1,1,1
"That's probably because China wants it shut down, and the Biden's work for China, and don't care what Americans want or need.",TRUE,0.11,0.836,0.054,-0.3244,1,1,1,1
This judge reminds me of Biden....stuttering dithering fool,TRUE,0.423,0.577,0,-0.5267,1,1,1,1
We can only hope that justice is served up to Hillary Clinton.  I think however these people sussman and this Russian will die before we get answers. Just like Epstein mysteriously died. Clinton has a way with getting rid of people,TRUE,0.143,0.688,0.168,0.0772,0,1,1,1
WE LAUGH HA AH	at the BLM Autonomous Zone Lovers Woke Liberals!!!!                                                              HahHaHaHaHaHaHa!  🤔      hA hA  hA hA hA hA hA!        😡                                                                               AhAhAhAhAhAhAHA!    🤔     HA HA HA HA HA HA HA!	 😡                                                                                                          AAAAHAAAHAAAHAAAHAAAHAAAAHAAAHAAAA!!!!!!!!!!!!!!!!     😠........🤬.........,FALSE,0.043,0.366,0.591,0.9905,0,1,1,1
"Justice matters,  get in the lineup trump followers.",TRUE,0,0.571,0.429,0.5423,0,0,0,0
That's really cool that they brought closer to all those families.,TRUE,0,0.794,0.206,0.3804,0,0,0,0
Beautiful in blue 💙💎💙 queen ❤️👸🏽❤️,FALSE,0,0.549,0.451,0.9231,0,0,0,0
Idk y she threw it at the manager tho she’s not the cook lol throw it at the cook lol she slow 🤣🤣🤣,TRUE,0.079,0.658,0.263,0.8647,0,1,0,0
He should walk away a free man!,TRUE,0,0.626,0.374,0.5562,0,0,0,0
Let's Respect the Teacher who Managed to Educate Women,TRUE,0,0.721,0.279,0.4767,0,0,0,0
Aubrey was also a career criminal,TRUE,0.405,0.595,0,-0.5267,1,1,1,1
can  cel    Whi te       Peo ple !!!,TRUE,0,1,0,0,0,0,1,1
Censorship test tube again amazing lawyers will have you for dinner ok soon courts,TRUE,0,0.667,0.333,0.7184,0,0,0,0
when fox news has better comedy than most comedy shows,TRUE,0,0.461,0.539,0.8016,0,0,0,0
Wow I'm surprised,TRUE,0,0.149,0.851,0.6908,0,0,0,0
He’s finally using his Neanderthal brain…Pig Pen surrenders….,TRUE,0,1,0,0,0,0,0,0
"very important news
 for the american people.

america... 😂😂😂😂😂😂",TRUE,0.186,0.408,0.406,0.9552,0,1,0,0
Governor Murphy needs to break his habit of running his tongue between his bottom lip and tongue while speaking on TV.,TRUE,0,1,0,0,0,0,0,0
Hes pure Evil,FALSE,0.688,0.312,0,-0.6597,1,1,1,1
This women nour had enough money to pay 4000 dollars for a trip. She has money for nice makeup and nail polish she is not poor rather middle class by Iraqi Standards probably an urban women from Baghdad. Doubt she was starving or in much danger in Iraq.,TRUE,0.176,0.731,0.093,-0.5784,1,1,1,1
We don't have any long term studies at all but a bunch of dummies took it and big pharma is doing all they can to suppress the results. So your kids should be fine...,TRUE,0,0.937,0.062,0.296,0,0,0,0
I’m confused I thought if you wear A mask you’re protected if they wanna wear A mask why do they lose their mind when other people don’t want to. I have A feeling it has nothing to do with protecting others and everything to do with trying to control and shame others. HOLY SHIT social media has made people so fucking dumb.,TRUE,0.215,0.71,0.075,-0.9119,1,1,1,1
"It’s called racism Geraldo, “ if you ain’t black and you don’t vote Democrat” that’s the position of Joe Biden that’s racism 101, it’s not “unfortunate” it’s evil.",TRUE,0.223,0.681,0.096,-0.6892,1,1,1,1
"Guys like Trump (meaning: rich guys, cause fortunately he's one of a kind) are not touchable in your legal system that's outcomes are mainly based in how much money you got. So don't get our hopes up.",TRUE,0.051,0.706,0.243,0.8257,0,1,0,0
"DOJ is not doing his JOB, ARFREST and lock him up he  is the Devil",TRUE,0.239,0.761,0,-0.6597,1,1,1,1
Stop with your serious tone. No one thinks covid is a problem. The problem is the scripted agenda that’s supposed to keep us safe.,TRUE,0.347,0.562,0.091,-0.7351,1,1,1,1
I'm from St Louis and this woman is by far the most embarrassing person to represent St Louis!,TRUE,0.158,0.842,0,-0.4914,1,1,1,1
"This is so simple, self defense as proven on video.....Liberals are describing a completely different video than I've seen and also describing a different trial with a ""racist biased judge"" which I honestly don't see....I think this judge is the most sane person in the trial.",TRUE,0.115,0.794,0.09,-0.3262,1,1,1,1
"Well, well.. had she been black they would’ve found her axx quickly.. ijs  however I do believe the soup was very hot. An whoever boxed/bagged it knew. Be mindful what u do to ppl, everyone not walking around with a full deck at the moment. Thank ur gov for that.",TRUE,0,0.846,0.154,0.7506,0,0,0,0
"oh, the ""question"" has been ANSWERED!! a.) ""weak"" Border Policy; or b.) ""strong"" Migrant Importation Maneuvers?  review: what did this Gentleman just SAY?",TRUE,0.103,0.746,0.151,0.3278,0,1,0,0
One grid system is kicking in,TRUE,0,1,0,0,0,0,0,0
Bidens BBB BS is screwing hard working Americans. Vote them all out!,TRUE,0.264,0.736,0,-0.3802,1,1,1,1
This was truly sad these three idiots had no right to take this young man's life he had the right to live just like them. And for them to shot him with a shotgun these dummies just set up with it to use for hate how dare them.,TRUE,0.157,0.749,0.094,-0.5574,1,1,1,1
2nd,TRUE,0,1,0,0,0,0,0,0
i didnt watch video;  i hope the instant karma was them stepping outside and getting hit by a bus,TRUE,0,0.861,0.139,0.4404,0,0,1,1
"The students demands?? hmm.....Well if you are (Demanding) then demand free lunch, lower test scores, lower admission standards, free tuition, free everything LOL...Im not sure about Fox news intentions but our media has played a huge part in the way students now see the world. Taught to hate America, be ashamed of our flag, hate Police, hate our National Anthem, incite violence disguised as protests or economic payback. A lot of politicians across the country think like this too...also idiots like Lebron James or Ice Cube, Nick Cannon spout the nonsense these kids are buying into....Im Mexican-American and agree with the professors decision. Im pretty sure USC will cave and force him to remove it. Im glad he is standing up to the BS....",TRUE,0.236,0.572,0.192,-0.829,1,1,1,1
I’m sure that US is the next India,TRUE,0,0.753,0.247,0.3182,0,0,0,0
"The new GOP slogan that the libril media started trying to lie and cover up what  people were chanting about Joe Biden, remember GO Brandon now thats a slogan",TRUE,0,1,0,0,0,0,1,1
Rushing or rushed already?,TRUE,0,1,0,0,0,0,0,0
"Corella knows nothing about everything.
Except how to cackle.
God help America when Brandon go to a living care facility and she becomes president. 🙀",TRUE,0.063,0.695,0.242,0.7096,0,1,1,1
Have the prosecutors make a film changing the 3 white to black and the person killed white then ask the jury if they thought that scenario was self a defense killing?,TRUE,0.232,0.729,0.039,-0.8555,1,1,1,1
"*HAPPY VETERANS DAY!!*
🥀Les we forget along the way!🥀",TRUE,0.11,0.581,0.309,0.6607,0,1,0,0
"There's a giant difference between social liberals and economic liberals. you could say they usually stand on the other side of the political spectrum.
Use your terms correctly.",TRUE,0,1,0,0,0,0,0,0
"I think the judge has Lance Ito syndrome or ""spotlight syndrome"" also a bit biased in favor of defendant and stupid for not muting his cell phone. The immature man on trial just wanted to be ""cool"" , accepted in the gun nut group and has a skewed sense of reality like some other first person shooter video gamers.  If this case doesn't end in a mistrial I will be surprised.",TRUE,0.096,0.765,0.14,0.3818,0,1,0,0
Tf is wrong with f..ing people?This guy was defending himself from the criminals terrorists rioting PERIOD!😡,TRUE,0.427,0.573,0,-0.9041,1,1,1,1
I wonder if we can charge main stream media for inciting a insurrection!,TRUE,0,1,0,0,0,0,0,0
"""There will be riots, there will fire, there will be bloodshed"", says the black man. I wonder whether the FBI will have a look into it after they finish investigating the soccer moms.",TRUE,0.155,0.845,0,-0.6908,1,1,1,1
Okay.. but the us has incarcerated individuals being paid cents per hour for labour... I don't really see the difference they both should be stopped...,TRUE,0.088,0.858,0.054,-0.2263,1,1,1,1
